PROJECT,SAMPLE_ID,STATION,SAMPLE_DATE,TAXON,ABUNDANCE,SST
cpr,362_21,BRNC,2015-12-06T09:32:50,Guinardia striata,23.3333,24.2081184
cpr,362_21,BRNC,2015-12-06T09:32:50,Pseudo-nitzschia delicatissima complex <=3 µm,3.3333,24.2081184
cpr,362_21,BRNC,2015-12-06T09:32:50,Pseudo-nitzschia seriata complex >3 µm,10,24.2081184
cpr,362_21,BRNC,2015-12-06T09:32:50,Thalassiosira spp. 10-20 µm,13.3333,24.2081184
cpr,362_21,BRNC,2015-12-06T09:32:50,Thalassiothrix cf. spp.,3.3333,24.2081184
cpr,362_21,BRNC,2015-12-06T09:32:50,Tripos trichoceros,3.3333,24.2081184
cpr,362_25,BRNC,2015-12-06T11:14:51,Climacodium frauenfeldianum,10,23.858535
cpr,362_25,BRNC,2015-12-06T11:14:51,Guinardia striata,30,23.858535
cpr,362_25,BRNC,2015-12-06T11:14:51,Hemiaulus hauckii,6.6667,23.858535
cpr,362_25,BRNC,2015-12-06T11:14:51,Pseudo-nitzschia delicatissima complex <=3 µm,3.3333,23.858535
cpr,362_25,BRNC,2015-12-06T11:14:51,Pseudo-nitzschia seriata complex >3 µm,13.3333,23.858535
cpr,362_29,BRNC,2015-12-06T12:56:52,Climacodium frauenfeldianum,3.3333,23.5112434
cpr,362_29,BRNC,2015-12-06T12:56:52,Guinardia striata,13.3333,23.5112434
cpr,362_29,BRNC,2015-12-06T12:56:52,Nitzschia cf. bicapitata,6.6667,23.5112434
cpr,362_29,BRNC,2015-12-06T12:56:52,Pseudo-nitzschia delicatissima complex <=3 µm,3.3333,23.5112434
cpr,362_29,BRNC,2015-12-06T12:56:52,Rhizosolenia bergonii,3.3333,23.5112434
cpr,362_29,BRNC,2015-12-06T12:56:52,Tripos lineatus,3.3333,23.5112434
cpr,362_33,BRNC,2015-12-06T14:38:53,Guinardia striata,13.3333,23.2533267
cpr,362_33,BRNC,2015-12-06T14:38:53,Pseudo-nitzschia delicatissima complex <=3 µm,3.3333,23.2533267
cpr,362_33,BRNC,2015-12-06T14:38:53,Pseudo-nitzschia seriata complex >3 µm,3.3333,23.2533267
cpr,362_37,BRNC,2015-12-06T16:20:54,Guinardia striata,30,23.0904795
cpr,362_37,BRNC,2015-12-06T16:20:54,Hemiaulus hauckii,3.3333,23.0904795
cpr,362_37,BRNC,2015-12-06T16:20:54,Pseudo-nitzschia delicatissima complex <=3 µm,6.6667,23.0904795
cpr,362_37,BRNC,2015-12-06T16:20:54,Tripos carriensis,0.6667,23.0904795
cpr,362_41,BRNC,2015-12-06T18:02:55,Climacodium frauenfeldianum,3.3333,22.9686739
cpr,362_41,BRNC,2015-12-06T18:02:55,Corethron spp.,3.3333,22.9686739
cpr,362_41,BRNC,2015-12-06T18:02:55,Guinardia striata,23.3333,22.9686739
cpr,362_41,BRNC,2015-12-06T18:02:55,Hemiaulus hauckii,6.6667,22.9686739
cpr,362_41,BRNC,2015-12-06T18:02:55,Pseudo-nitzschia delicatissima complex <=3 µm,3.3333,22.9686739
cpr,362_41,BRNC,2015-12-06T18:02:55,Tripos lunula,3.3333,22.9686739
cpr,362_45,BRNC,2015-12-06T19:44:56,Climacodium frauenfeldianum,6.6667,22.8105489
cpr,362_45,BRNC,2015-12-06T19:44:56,Guinardia striata,20,22.8105489
cpr,362_45,BRNC,2015-12-06T19:44:56,Pseudo-nitzschia delicatissima complex <=3 µm,23.3333,22.8105489
cpr,362_45,BRNC,2015-12-06T19:44:56,Thalassiosira spp. 20-40 µm,3.3333,22.8105489
cpr,362_49,BRNC,2015-12-06T21:26:58,Climacodium frauenfeldianum,3.3333,22.6312434
cpr,362_49,BRNC,2015-12-06T21:26:58,Guinardia striata,3.3333,22.6312434
cpr,362_49,BRNC,2015-12-06T21:26:58,Noctiluca scintillans,3.3333,22.6312434
cpr,362_49,BRNC,2015-12-06T21:26:58,Pseudo-nitzschia delicatissima complex <=3 µm,3.3333,22.6312434
cpr,362_49,BRNC,2015-12-06T21:26:58,Tripos carriensis,6.6667,22.6312434
cpr,362_53,BRNC,2015-12-06T23:08:59,Climacodium frauenfeldianum,30,22.5222851
cpr,362_53,BRNC,2015-12-06T23:08:59,Guinardia striata,13.3333,22.5222851
cpr,362_53,BRNC,2015-12-06T23:08:59,Pseudo-nitzschia delicatissima complex <=3 µm,3.3333,22.5222851
cpr,362_53,BRNC,2015-12-06T23:08:59,Tripos carriensis,10,22.5222851
cpr,362_57,BRNC,2015-12-07T00:51:00,Climacodium frauenfeldianum,33.3333,22.4933267
cpr,362_57,BRNC,2015-12-07T00:51:00,Guinardia striata,6.6667,22.4933267
cpr,362_57,BRNC,2015-12-07T00:51:00,Pseudo-nitzschia delicatissima complex <=3 µm,6.6667,22.4933267
cpr,362_57,BRNC,2015-12-07T00:51:00,Pseudo-nitzschia seriata complex >3 µm,3.3333,22.4933267
cpr,362_57,BRNC,2015-12-07T00:51:00,Thalassiothrix cf. spp.,3.3333,22.4933267
cpr,362_57,BRNC,2015-12-07T00:51:00,Tripos carriensis,3.3333,22.4933267
cpr,362_57,BRNC,2015-12-07T00:51:00,Tripos trichoceros,3.3333,22.4933267
cpr,362_61,BRNC,2015-12-07T02:33:01,Climacodium frauenfeldianum,40,22.4227712
cpr,362_61,BRNC,2015-12-07T02:33:01,Guinardia striata,20,22.4227712
cpr,362_61,BRNC,2015-12-07T02:33:01,Pseudo-nitzschia delicatissima complex <=3 µm,10,22.4227712
cpr,362_61,BRNC,2015-12-07T02:33:01,Pseudo-nitzschia seriata complex >3 µm,10,22.4227712
cpr,362_61,BRNC,2015-12-07T02:33:01,Tripos biceps,3.3333,22.4227712
cpr,362_61,BRNC,2015-12-07T02:33:01,Tripos carriensis,3.3333,22.4227712
cpr,362_61,BRNC,2015-12-07T02:33:01,Tripos trichoceros,3.3333,22.4227712
cpr,362_65,BRNC,2015-12-07T04:15:02,Climacodium frauenfeldianum,30,22.3256878
cpr,362_65,BRNC,2015-12-07T04:15:02,Guinardia striata,40,22.3256878
cpr,362_65,BRNC,2015-12-07T04:15:02,Nitzschia cf. bicapitata,3.3333,22.3256878
cpr,362_65,BRNC,2015-12-07T04:15:02,Pseudo-nitzschia delicatissima complex <=3 µm,20,22.3256878
cpr,362_65,BRNC,2015-12-07T04:15:02,Pseudo-nitzschia seriata complex >3 µm,10,22.3256878
cpr,362_69,BRNC,2015-12-07T05:57:03,Climacodium frauenfeldianum,20,22.1846462
cpr,362_69,BRNC,2015-12-07T05:57:03,Guinardia striata,20,22.1846462
cpr,362_69,BRNC,2015-12-07T05:57:03,Pseudo-nitzschia delicatissima complex <=3 µm,10,22.1846462
cpr,362_69,BRNC,2015-12-07T05:57:03,Pseudo-nitzschia seriata complex >3 µm,3.3333,22.1846462
cpr,362_69,BRNC,2015-12-07T05:57:03,Thalassiosira spp. 10-20 µm,3.3333,22.1846462
cpr,362_69,BRNC,2015-12-07T05:57:03,Thalassiosira spp. 20-40 µm,3.3333,22.1846462
cpr,362_69,BRNC,2015-12-07T05:57:03,Thalassiothrix cf. spp.,3.3333,22.1846462
cpr,362_69,BRNC,2015-12-07T05:57:03,Tripos biceps,6.6667,22.1846462
cpr,362_69,BRNC,2015-12-07T05:57:03,Tripos carriensis,3.3333,22.1846462
cpr,362_73,BRNC,2015-12-07T07:39:04,Climacodium frauenfeldianum,10,22.1871462
cpr,362_73,BRNC,2015-12-07T07:39:04,Guinardia striata,10,22.1871462
cpr,362_73,BRNC,2015-12-07T07:39:04,Pseudo-nitzschia delicatissima complex <=3 µm,20,22.1871462
cpr,362_73,BRNC,2015-12-07T07:39:04,Pseudo-nitzschia seriata complex >3 µm,10,22.1871462
cpr,362_73,BRNC,2015-12-07T07:39:04,Thalassiothrix cf. spp.,6.6667,22.1871462
cpr,362_77,BRNC,2015-12-07T09:21:05,Climacodium frauenfeldianum,23.3333,22.2520073
cpr,362_77,BRNC,2015-12-07T09:21:05,Guinardia striata,23.3333,22.2520073
cpr,362_77,BRNC,2015-12-07T09:21:05,Pseudo-nitzschia delicatissima complex <=3 µm,40,22.2520073
cpr,362_77,BRNC,2015-12-07T09:21:05,Pseudo-nitzschia seriata complex >3 µm,10,22.2520073
cpr,362_77,BRNC,2015-12-07T09:21:05,Thalassiothrix cf. spp.,3.3333,22.2520073
cpr,362_81,BRNC,2015-12-07T11:03:06,Climacodium frauenfeldianum,40,22.3584656
cpr,362_81,BRNC,2015-12-07T11:03:06,Dictyocha fibula,3.3333,22.3584656
cpr,362_81,BRNC,2015-12-07T11:03:06,Guinardia striata,40,22.3584656
cpr,362_81,BRNC,2015-12-07T11:03:06,Pseudo-nitzschia delicatissima complex <=3 µm,46.6667,22.3584656
cpr,362_81,BRNC,2015-12-07T11:03:06,Pseudo-nitzschia seriata complex >3 µm,6.6667,22.3584656
cpr,362_81,BRNC,2015-12-07T11:03:06,Tripos fusus,3.3333,22.3584656
cpr,362_81,BRNC,2015-12-07T11:03:06,Tripos trichoceros,6.6667,22.3584656
cpr,362_85,BRNC,2015-12-07T12:45:07,Climacodium frauenfeldianum,40,22.3436045
cpr,362_85,BRNC,2015-12-07T12:45:07,Guinardia striata,23.3333,22.3436045
cpr,362_85,BRNC,2015-12-07T12:45:07,Pseudo-nitzschia delicatissima complex <=3 µm,40,22.3436045
cpr,362_85,BRNC,2015-12-07T12:45:07,Pseudo-nitzschia seriata complex >3 µm,10,22.3436045
cpr,362_85,BRNC,2015-12-07T12:45:07,Pseudosolenia calcar-avis,3.3333,22.3436045
cpr,362_85,BRNC,2015-12-07T12:45:07,Thalassiothrix cf. spp.,3.3333,22.3436045
cpr,362_85,BRNC,2015-12-07T12:45:07,Tripos carriensis,0.6667,22.3436045
cpr,362_85,BRNC,2015-12-07T12:45:07,Tripos fusus,10,22.3436045
cpr,362_85,BRNC,2015-12-07T12:45:07,Tripos trichoceros,3.3333,22.3436045
cpr,362_89,BRNC,2015-12-07T14:27:08,Climacodium frauenfeldianum,23.3333,22.3034656
cpr,362_89,BRNC,2015-12-07T14:27:08,Guinardia striata,30,22.3034656
cpr,362_89,BRNC,2015-12-07T14:27:08,Pseudo-nitzschia delicatissima complex <=3 µm,10,22.3034656
cpr,362_89,BRNC,2015-12-07T14:27:08,Pseudo-nitzschia seriata complex >3 µm,3.3333,22.3034656
cpr,362_89,BRNC,2015-12-07T14:27:08,Thalassiothrix cf. spp.,6.6667,22.3034656
cpr,362_89,BRNC,2015-12-07T14:27:08,Tripos trichoceros,6.6667,22.3034656
cpr,362_93,BRNC,2015-12-07T16:09:09,Climacodium frauenfeldianum,3.3333,22.1338128
cpr,362_93,BRNC,2015-12-07T16:09:09,Guinardia striata,6.6667,22.1338128
cpr,362_93,BRNC,2015-12-07T16:09:09,Pseudo-nitzschia delicatissima complex <=3 µm,6.6667,22.1338128
cpr,362_93,BRNC,2015-12-07T16:09:09,Tripos fusus,3.3333,22.1338128
cpr,362_93,BRNC,2015-12-07T16:09:09,Tripos lunula,3.3333,22.1338128
cpr,362_93,BRNC,2015-12-07T16:09:09,Tripos trichoceros,10,22.1338128
cpr,362_97,BRNC,2015-12-07T17:51:10,Climacodium frauenfeldianum,60,21.8802712
cpr,362_97,BRNC,2015-12-07T17:51:10,Guinardia striata,13.3333,21.8802712
cpr,362_97,BRNC,2015-12-07T17:51:10,Pseudo-nitzschia delicatissima complex <=3 µm,20,21.8802712
cpr,362_97,BRNC,2015-12-07T17:51:10,Tripos carriensis,3.3333,21.8802712
cpr,362_97,BRNC,2015-12-07T17:51:10,Tripos fusus,3.3333,21.8802712
cpr,362_97,BRNC,2015-12-07T17:51:10,Tripos muelleri,0.6667,21.8802712
cpr,364_1,SYME,2015-11-10T08:04:08,Noctiluca scintillans,3.3333,20.96
cpr,364_1,SYME,2015-11-10T08:04:08,Tripos candelabrus,0.6667,20.96
cpr,364_1,SYME,2015-11-10T08:04:08,Tripos macroceros,3.3333,20.96
cpr,364_1,SYME,2015-11-10T08:04:08,Tripos muelleri type,10,20.96
cpr,364_13,SYME,2015-11-10T11:43:33,Tripos fusus type,6.6667,19.99
cpr,364_13,SYME,2015-11-10T11:43:33,Tripos muelleri type,3.3333,19.99
cpr,364_13,SYME,2015-11-10T11:43:33,Tripos vultur,0.6667,19.99
cpr,364_17,SYME,2015-11-10T12:56:42,Chaetoceros lorenzianus,3.3333,20.82
cpr,364_21,SYME,2015-11-10T14:09:50,Climacodium frauenfeldianum,3.3333,20.35
cpr,364_21,SYME,2015-11-10T14:09:50,Tripos vultur,0.6667,20.35
cpr,364_25,SYME,2015-11-10T15:22:59,Climacodium frauenfeldianum,3.3333,19.9
cpr,364_29,SYME,2015-11-10T16:36:07,Climacodium frauenfeldianum,3.3333,19.86
cpr,364_29,SYME,2015-11-10T16:36:07,Pseudo-nitzschia seriata complex >3 µm,3.3333,19.86
cpr,364_29,SYME,2015-11-10T16:36:07,Tripos vultur,0.6667,19.86
cpr,364_37,SYME,2015-11-10T19:02:24,Pseudo-nitzschia delicatissima complex <=3 µm,3.3333,19.35
cpr,364_37,SYME,2015-11-10T19:02:24,Tripos muelleri type,6.6667,19.35
cpr,364_37,SYME,2015-11-10T19:02:24,Tripos vultur,0.6667,19.35
cpr,364_41,SYME,2015-11-10T20:15:32,Chaetoceros lorenzianus,20,18.04
cpr,364_41,SYME,2015-11-10T20:15:32,Guinardia striata,3.3333,18.04
cpr,364_41,SYME,2015-11-10T20:15:32,Noctiluca scintillans,10,18.04
cpr,364_41,SYME,2015-11-10T20:15:32,Pseudo-nitzschia seriata complex >3 µm,3.3333,18.04
cpr,364_41,SYME,2015-11-10T20:15:32,Thalassiosira spp. 10-20 µm,10,18.04
cpr,364_41,SYME,2015-11-10T20:15:32,Tripos muelleri type,6.6667,18.04
cpr,364_45,SYME,2015-11-10T21:28:41,Octactis octonaria,3.3333,17.01
cpr,364_45,SYME,2015-11-10T21:28:41,Thalassiosira spp. 10-20 µm,200,17.01
cpr,364_45,SYME,2015-11-10T21:28:41,Tripos muelleri type,3.3333,17.01
cpr,364_49,SYME,2015-11-10T22:41:49,Thalassiosira spp. 10-20 µm,300,16.9
cpr,364_5,SYME,2015-11-10T09:17:17,Climacodium frauenfeldianum,6.6667,20.6
cpr,364_5,SYME,2015-11-10T09:17:17,Pseudo-nitzschia seriata complex >3 µm,3.3333,20.6
cpr,364_5,SYME,2015-11-10T09:17:17,Tripos furca,6.6667,20.6
cpr,364_5,SYME,2015-11-10T09:17:17,Tripos fusus type,6.6667,20.6
cpr,364_5,SYME,2015-11-10T09:17:17,Tripos macroceros,3.3333,20.6
cpr,364_5,SYME,2015-11-10T09:17:17,Tripos muelleri type,3.3333,20.6
cpr,364_53,SYME,2015-11-10T23:54:58,Proboscia alata,3.3333,18.24
cpr,364_53,SYME,2015-11-10T23:54:58,Thalassiosira spp. 10-20 µm,300,18.24
cpr,364_57,SYME,2015-11-11T01:08:06,Noctiluca scintillans,6.6667,18.58
cpr,364_57,SYME,2015-11-11T01:08:06,Pseudo-nitzschia seriata complex >3 µm,3.3333,18.58
cpr,364_61,SYME,2015-11-11T02:21:15,Noctiluca scintillans,3.3333,17.54
cpr,364_69,SYME,2015-11-11T04:47:32,Pseudo-nitzschia delicatissima complex <=3 µm,3.3333,15.67
cpr,364_69,SYME,2015-11-11T04:47:32,Pseudo-nitzschia seriata complex >3 µm,6.6667,15.67
cpr,364_73,SYME,2015-11-11T06:00:40,Octactis octonaria,6.6667,15.12
cpr,364_73,SYME,2015-11-11T06:00:40,Proboscia alata,3.3333,15.12
cpr,364_73,SYME,2015-11-11T06:00:40,Pseudo-nitzschia delicatissima complex <=3 µm,3.3333,15.12
cpr,364_73,SYME,2015-11-11T06:00:40,Pseudo-nitzschia seriata complex >3 µm,10,15.12
cpr,364_73,SYME,2015-11-11T06:00:40,Thalassiosira spp. 20-40 µm,13.3333,15.12
cpr,364_73,SYME,2015-11-11T06:00:40,Tripos candelabrus,0.6667,15.12
cpr,364_73,SYME,2015-11-11T06:00:40,Tripos fusus type,3.3333,15.12
cpr,364_73,SYME,2015-11-11T06:00:40,Tripos lunula,0.6667,15.12
cpr,364_73,SYME,2015-11-11T06:00:40,Tripos platycornis,0.6667,15.12
cpr,364_9,SYME,2015-11-10T10:30:25,Noctiluca scintillans,6.6667,19.42
cpr,364_9,SYME,2015-11-10T10:30:25,Tripos carriensis,0.6667,19.42
cpr,364_9,SYME,2015-11-10T10:30:25,Tripos contortus,0.6667,19.42
cpr,364_9,SYME,2015-11-10T10:30:25,Tripos furca,3.3333,19.42
cpr,365_1,MEAD,2015-11-13T09:19:45,Tripos lunula,0.6667,15.79
cpr,365_37,MEAD,2015-11-13T21:01:29,Thalassiosira spp. 10-20 µm,6.6667,15.898813
cpr,365_41,MEAD,2015-11-13T22:19:27,Pseudo-nitzschia seriata complex >3 µm,3.3333,15.8717297
cpr,365_41,MEAD,2015-11-13T22:19:27,Thalassiosira spp. 10-20 µm,23.3333,15.8717297
cpr,365_41,MEAD,2015-11-13T22:19:27,Tripos trichoceros,0.6667,15.8717297
cpr,365_45,MEAD,2015-11-13T23:37:25,Thalassiosira spp. 10-20 µm,30,15.9174241
cpr,365_49,MEAD,2015-11-14T00:55:23,Thalassiosira spp. 10-20 µm,6.6667,15.9047158
cpr,365_49,MEAD,2015-11-14T00:55:23,Tripos arietinus,0.6667,15.9047158
cpr,365_49,MEAD,2015-11-14T00:55:23,Tripos carriensis,0.6667,15.9047158
cpr,365_49,MEAD,2015-11-14T00:55:23,Tripos hexacanthus,0.6667,15.9047158
cpr,365_49,MEAD,2015-11-14T00:55:23,Tripos lunula,0.6667,15.9047158
cpr,365_53,MEAD,2015-11-14T02:13:22,Thalassiosira spp. 10-20 µm,13.3333,15.9746463
cpr,365_53,MEAD,2015-11-14T02:13:22,Tripos carriensis,0.6667,15.9746463
cpr,365_53,MEAD,2015-11-14T02:13:22,Tripos hexacanthus,0.6667,15.9746463
cpr,365_57,MEAD,2015-11-14T03:31:20,Pseudo-nitzschia delicatissima complex <=3 µm,3.3333,16.008813
cpr,365_57,MEAD,2015-11-14T03:31:20,Thalassiosira spp. 10-20 µm,13.3333,16.008813
cpr,365_57,MEAD,2015-11-14T03:31:20,Tripos carriensis,0.6667,16.008813
cpr,365_61,MEAD,2015-11-14T04:49:18,Thalassiosira spp. 10-20 µm,6.6667,16.0956185
cpr,365_61,MEAD,2015-11-14T04:49:18,Tripos carriensis,0.6667,16.0956185
cpr,365_61,MEAD,2015-11-14T04:49:18,Tripos lunula,0.6667,16.0956185
cpr,365_65,MEAD,2015-11-14T06:07:16,Tripos carriensis,0.6667,16.1190908
cpr,365_65,MEAD,2015-11-14T06:07:16,Tripos hexacanthus,0.6667,16.1190908
cpr,365_69,MEAD,2015-11-14T07:25:14,Thalassiosira spp. 10-20 µm,20,16.1762435
cpr,365_69,MEAD,2015-11-14T07:25:14,Tripos carriensis,10,16.1762435
cpr,365_69,MEAD,2015-11-14T07:25:14,Tripos furca type,6.6667,16.1762435
cpr,365_69,MEAD,2015-11-14T07:25:14,Tripos hexacanthus,0.6667,16.1762435
cpr,365_69,MEAD,2015-11-14T07:25:14,Tripos lunula,0.6667,16.1762435
cpr,365_69,MEAD,2015-11-14T07:25:14,Tripos muelleri type,6.6667,16.1762435
cpr,365_69,MEAD,2015-11-14T07:25:14,Tripos pentagonus,3.3333,16.1762435
cpr,366_13,ADAB,2015-11-16T01:42:43,Nitzschia cf. bicapitata,3.3333,16.53
cpr,366_13,ADAB,2015-11-16T01:42:43,Noctiluca scintillans,6.6667,16.53
cpr,366_13,ADAB,2015-11-16T01:42:43,Tripos muelleri,0.6667,16.53
cpr,366_17,ADAB,2015-11-16T02:53:59,Tripos carriensis,3.3333,16.29
cpr,366_17,ADAB,2015-11-16T02:53:59,Tripos furca,3.3333,16.29
cpr,366_17,ADAB,2015-11-16T02:53:59,Tripos fusus,6.6667,16.29
cpr,366_17,ADAB,2015-11-16T02:53:59,Tripos trichoceros,3.3333,16.29
cpr,366_21,ADAB,2015-11-16T04:05:15,Nitzschia cf. bicapitata,3.3333,16.06
cpr,366_21,ADAB,2015-11-16T04:05:15,Thalassiosira spp. 10-20 µm,6.6667,16.06
cpr,366_21,ADAB,2015-11-16T04:05:15,Tripos carriensis,3.3333,16.06
cpr,366_21,ADAB,2015-11-16T04:05:15,Tripos furca,6.6667,16.06
cpr,366_21,ADAB,2015-11-16T04:05:15,Tripos fusus,13.3333,16.06
cpr,366_21,ADAB,2015-11-16T04:05:15,Tripos macroceros,3.3333,16.06
cpr,366_25,ADAB,2015-11-16T05:16:32,Dictyocha fibula,3.3333,15.83
cpr,366_25,ADAB,2015-11-16T05:16:32,Tripos furca,6.6667,15.83
cpr,366_25,ADAB,2015-11-16T05:16:32,Tripos fusus,10,15.83
cpr,366_29,ADAB,2015-11-16T06:27:48,Tripos carriensis,0.6667,15.99
cpr,366_29,ADAB,2015-11-16T06:27:48,Tripos furca,6.6667,15.99
cpr,366_33,ADAB,2015-11-16T07:39:04,Tripos carriensis,6.6667,16.11
cpr,366_33,ADAB,2015-11-16T07:39:04,Tripos teres,3.3333,16.11
cpr,366_41,ADAB,2015-11-16T10:01:37,Tripos furca,3.3333,16.19
cpr,366_41,ADAB,2015-11-16T10:01:37,Tripos fusus,3.3333,16.19
cpr,366_45,ADAB,2015-11-16T11:12:53,Rhizosolenia bergonii,3.3333,16.29
cpr,366_45,ADAB,2015-11-16T11:12:53,Tripos furca,6.6667,16.29
cpr,366_45,ADAB,2015-11-16T11:12:53,Tripos fusus,3.3333,16.29
cpr,366_45,ADAB,2015-11-16T11:12:53,Tripos muelleri,0.6667,16.29
cpr,366_5,ADAB,2015-11-15T23:20:10,Tripos massiliensis,0.6667,16.33
cpr,366_5,ADAB,2015-11-15T23:20:10,Tripos muelleri,0.6667,16.33
cpr,366_5,ADAB,2015-11-15T23:20:10,Tripos trichoceros,0.6667,16.33
cpr,366_65,ADAB,2015-11-16T17:09:14,Tripos furca,3.3333,17.02
cpr,366_69,ADAB,2015-11-16T18:20:30,Tripos carriensis,6.6667,17.15
cpr,366_73,ADAB,2015-11-16T19:31:47,Tripos carriensis,10,17.28
cpr,366_9,ADAB,2015-11-16T00:31:27,Tripos carriensis,0.6667,16.59
cpr,366_9,ADAB,2015-11-16T00:31:27,Tripos furca,0.6667,16.59
cpr,367_21,ABFR,2015-11-17T05:01:53,Tripos vultur,0.6667,16.87
cpr,367_25,ABFR,2015-11-17T06:09:34,Thalassiosira spp. 10-20 µm,3.3333,17.14
cpr,367_29,ABFR,2015-11-17T07:17:15,Thalassiosira spp. 10-20 µm,3.3333,17.19
cpr,367_37,ABFR,2015-11-17T09:32:37,Tripos massiliensis,0.6667,17.3
cpr,367_37,ABFR,2015-11-17T09:32:37,Tripos trichoceros,0.6667,17.3
cpr,367_85,ABFR,2015-11-17T23:04:50,Tripos muelleri,0.6667,19.12
cpr,367_9,ABFR,2015-11-17T01:38:49,Tripos furca,3.3333,16.77
cpr,372_1,SYME,2016-03-08T19:47:34,Thalassiosira spp. 10-20 µm,200,23.28
cpr,372_1,SYME,2016-03-08T19:47:34,Thalassiosira spp. 20-40 µm,23.3333,23.28
cpr,372_1,SYME,2016-03-08T19:47:34,Thalassiosira spp. <10 µm,6.6667,23.28
cpr,372_13,SYME,2016-03-09T00:01:27,Thalassiosira spp. 10-20 µm,200,23.17
cpr,372_13,SYME,2016-03-09T00:01:27,Thalassiosira spp. 20-40 µm,3.3333,23.17
cpr,372_13,SYME,2016-03-09T00:01:27,Tripos carriensis,3.3333,23.17
cpr,372_17,SYME,2016-03-09T01:26:05,Thalassiosira spp. 10-20 µm,3.3333,23.18
cpr,372_17,SYME,2016-03-09T01:26:05,Thalassiosira spp. 20-40 µm,3.3333,23.18
cpr,372_21,SYME,2016-03-09T02:50:42,Climacodium frauenfeldianum,0.6667,22.49
cpr,372_21,SYME,2016-03-09T02:50:42,Dinophysis caudata,0.6667,22.49
cpr,372_21,SYME,2016-03-09T02:50:42,Tripos candelabrus,0.6667,22.49
cpr,372_21,SYME,2016-03-09T02:50:42,Tripos massiliensis,0.6667,22.49
cpr,372_21,SYME,2016-03-09T02:50:42,Tripos muelleri,0.6667,22.49
cpr,372_21,SYME,2016-03-09T02:50:42,Tripos vultur,3.3333,22.49
cpr,372_25,SYME,2016-03-09T04:15:20,Climacodium frauenfeldianum,0.6667,22.65
cpr,372_25,SYME,2016-03-09T04:15:20,Tripos carriensis,0.6667,22.65
cpr,372_25,SYME,2016-03-09T04:15:20,Tripos massiliensis,0.6667,22.65
cpr,372_25,SYME,2016-03-09T04:15:20,Tripos muelleri,0.6667,22.65
cpr,372_25,SYME,2016-03-09T04:15:20,Tripos trichoceros,0.6667,22.65
cpr,372_5,SYME,2016-03-08T21:12:12,Thalassiosira spp. 10-20 µm,300,21.09
cpr,372_5,SYME,2016-03-08T21:12:12,Thalassiosira spp. 20-40 µm,3.3333,21.09
cpr,372_5,SYME,2016-03-08T21:12:12,Thalassiosira spp. <10 µm,10,21.09
cpr,372_9,SYME,2016-03-08T22:36:50,Thalassiosira spp. 10-20 µm,300,22.27
cpr,372_9,SYME,2016-03-08T22:36:50,Thalassiosira spp. 20-40 µm,10,22.27
cpr,373_117,MEFR,2016-03-11T21:53:09,Thalassiosira spp. 10-20 µm,3.3333,15.0595075
cpr,373_117,MEFR,2016-03-11T21:53:09,Thalassiosira spp. <10 µm,10,15.0595075
cpr,373_117,MEFR,2016-03-11T21:53:09,Tripos carriensis,0.6667,15.0595075
cpr,373_117,MEFR,2016-03-11T21:53:09,Tripos muelleri type,0.6667,15.0595075
cpr,373_21,MEFR,2016-03-11T02:51:44,Thalassiosira spp. <10 µm,3.3333,15.4013824
cpr,373_45,MEFR,2016-03-11T07:37:05,Tripos carriensis,0.6667,15.3845074
cpr,373_49,MEFR,2016-03-11T08:24:39,Tripos carriensis,0.6667,15.0511741
cpr,373_49,MEFR,2016-03-11T08:24:39,Tripos muelleri type,3.3333,15.0511741
cpr,373_53,MEFR,2016-03-11T09:12:12,Tripos carriensis,3.3333,14.948813
cpr,373_53,MEFR,2016-03-11T09:12:12,Tripos trichoceros,0.6667,14.948813
cpr,373_57,MEFR,2016-03-11T09:59:46,Thalassiosira spp. <10 µm,3.3333,15.0087436
cpr,373_57,MEFR,2016-03-11T09:59:46,Tripos carriensis,3.3333,15.0087436
cpr,373_57,MEFR,2016-03-11T09:59:46,Tripos trichoceros,0.6667,15.0087436
cpr,373_61,MEFR,2016-03-11T10:47:19,Dictyocha fibula,3.3333,15.091313
cpr,373_61,MEFR,2016-03-11T10:47:19,Thalassiosira spp. 20-40 µm,3.3333,15.091313
cpr,373_61,MEFR,2016-03-11T10:47:19,Tripos carriensis,0.6667,15.091313
cpr,373_61,MEFR,2016-03-11T10:47:19,Tripos trichoceros,0.6667,15.091313
cpr,373_65,MEFR,2016-03-11T11:34:53,Tripos carriensis,0.6667,15.1260352
cpr,373_69,MEFR,2016-03-11T12:22:26,Pseudo-nitzschia seriata complex >3 µm,3.3333,15.1666602
cpr,373_69,MEFR,2016-03-11T12:22:26,Thalassiosira spp. 10-20 µm,3.3333,15.1666602
cpr,373_69,MEFR,2016-03-11T12:22:26,Tripos carriensis,0.6667,15.1666602
cpr,373_73,MEFR,2016-03-11T13:10:00,Thalassiosira spp. 10-20 µm,3.3333,15.3178408
cpr,373_73,MEFR,2016-03-11T13:10:00,Tripos carriensis,0.6667,15.3178408
cpr,373_77,MEFR,2016-03-11T13:57:34,Tripos carriensis,3.3333,15.5088824
cpr,373_9,MEFR,2016-03-11T00:29:03,Guinardia striata,3.3333,15.2236741
cpr,373_9,MEFR,2016-03-11T00:29:03,Thalassiosira spp. 10-20 µm,3.3333,15.2236741
